template;asset_path;filename;category;action;variant;brief_fr;used_in_files;used_in_count
Lounge-1.0.0;Lounge-1.0.0/images/gallery/gallery-05.jpg;gallery-05.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;2
Lounge-1.0.0;Lounge-1.0.0/images/gallery/gallery-05@2x.jpg;gallery-05@2x.jpg;galerie;a_regenerer;retina_2x;Version retina x2 du meme visuel. Garder le meme cadrage que la version de base, en plus haute resolution.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/gallery/gallery-06.jpg;gallery-06.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;2
Lounge-1.0.0;Lounge-1.0.0/images/gallery/gallery-06@2x.jpg;gallery-06@2x.jpg;galerie;a_regenerer;retina_2x;Version retina x2 du meme visuel. Garder le meme cadrage que la version de base, en plus haute resolution.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/gallery/gallery-07.jpg;gallery-07.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;2
Lounge-1.0.0;Lounge-1.0.0/images/gallery/gallery-07@2x.jpg;gallery-07@2x.jpg;galerie;a_regenerer;retina_2x;Version retina x2 du meme visuel. Garder le meme cadrage que la version de base, en plus haute resolution.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/gallery/gallery-08.jpg;gallery-08.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;2
Lounge-1.0.0;Lounge-1.0.0/images/gallery/gallery-08@2x.jpg;gallery-08@2x.jpg;galerie;a_regenerer;retina_2x;Version retina x2 du meme visuel. Garder le meme cadrage que la version de base, en plus haute resolution.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/gallery/large/l-gallery-01.jpg;l-gallery-01.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/gallery/large/l-gallery-02.jpg;l-gallery-02.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/gallery/large/l-gallery-03.jpg;l-gallery-03.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/gallery/large/l-gallery-04.jpg;l-gallery-04.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/gallery/large/l-gallery-05.jpg;l-gallery-05.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/gallery/large/l-gallery-06.jpg;l-gallery-06.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/gallery/large/l-gallery-07.jpg;l-gallery-07.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/gallery/large/l-gallery-08.jpg;l-gallery-08.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/icons/icon-quote.svg;icon-quote.svg;decor-ui;optionnel;base;Element decoratif ou UI. Remplacement facultatif, pas prioritaire pour la personnalisation photo.;Lounge-1.0.0/css/styles.css;1
Lounge-1.0.0;Lounge-1.0.0/images/intro-pic-primary.jpg;intro-pic-primary.jpg;a-propos;a_regenerer;base;Photo section a propos montrant interieur, equipe ou scene de marque.;Lounge-1.0.0/index.html;2
Lounge-1.0.0;Lounge-1.0.0/images/intro-pic-primary@2x.jpg;intro-pic-primary@2x.jpg;a-propos;a_regenerer;retina_2x;Version retina x2 du meme visuel. Garder le meme cadrage que la version de base, en plus haute resolution.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/intro-pic-secondary.jpg;intro-pic-secondary.jpg;a-propos;a_regenerer;base;Photo section a propos montrant interieur, equipe ou scene de marque.;Lounge-1.0.0/index.html;2
Lounge-1.0.0;Lounge-1.0.0/images/intro-pic-secondary@2x.jpg;intro-pic-secondary@2x.jpg;a-propos;a_regenerer;retina_2x;Version retina x2 du meme visuel. Garder le meme cadrage que la version de base, en plus haute resolution.;Lounge-1.0.0/index.html;1
Lounge-1.0.0;Lounge-1.0.0/images/logo.svg;logo.svg;branding;optionnel;base;Logo, favicon ou icone de marque. A refaire seulement si tu veux aussi rebrander cet element.;Lounge-1.0.0/index.html | Lounge-1.0.0/styles.html;4
Lounge-1.0.0;Lounge-1.0.0/images/sample-image.jpg;sample-image.jpg;visuel;a_regenerer;base;Visuel restaurant a personnaliser montrant visuel restaurant a personnaliser.;Lounge-1.0.0/styles.html;1
Lounge-1.0.0;Lounge-1.0.0/images/scrolldown-circle-text.svg;scrolldown-circle-text.svg;decor-ui;optionnel;base;Element decoratif ou UI. Remplacement facultatif, pas prioritaire pour la personnalisation photo.;Lounge-1.0.0/css/styles.css;1
Lounge-1.0.0;Lounge-1.0.0/images/wheel-1000.jpg;wheel-1000.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;Lounge-1.0.0/styles.html;1
Lounge-1.0.0;Lounge-1.0.0/images/wheel-500.jpg;wheel-500.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;Lounge-1.0.0/styles.html;2
burgerking-main;burgerking-main/img/about.jpg;about.jpg;a-propos;a_regenerer;base;Photo section a propos montrant burger ou street food.;burgerking-main/about.html | burgerking-main/index.html;2
burgerking-main;burgerking-main/img/blog-1.jpg;blog-1.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer burger ou street food.;burgerking-main/blog.html | burgerking-main/index.html | burgerking-main/single.html;3
burgerking-main;burgerking-main/img/blog-2.jpg;blog-2.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer burger ou street food.;burgerking-main/blog.html | burgerking-main/index.html | burgerking-main/single.html;3
burgerking-main;burgerking-main/img/blog-3.jpg;blog-3.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer burger ou street food.;burgerking-main/blog.html | burgerking-main/single.html;2
burgerking-main;burgerking-main/img/blog-4.jpg;blog-4.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer burger ou street food.;burgerking-main/blog.html;1
burgerking-main;burgerking-main/img/carousel-1.jpg;carousel-1.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant burger ou street food.;burgerking-main/index.html;1
burgerking-main;burgerking-main/img/carousel-2.jpg;carousel-2.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant burger ou street food.;burgerking-main/index.html;1
burgerking-main;burgerking-main/img/carousel-3.jpg;carousel-3.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant burger ou street food.;burgerking-main/index.html;1
burgerking-main;burgerking-main/img/feature-1.jpg;feature-1.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/feature.html | burgerking-main/index.html;2
burgerking-main;burgerking-main/img/feature-2.jpg;feature-2.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/feature.html | burgerking-main/index.html;2
burgerking-main;burgerking-main/img/feature-3.jpg;feature-3.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/feature.html | burgerking-main/index.html;2
burgerking-main;burgerking-main/img/feature-4.jpg;feature-4.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/feature.html | burgerking-main/index.html;2
burgerking-main;burgerking-main/img/menu-beverage-img.jpg;menu-beverage-img.jpg;plat;a_regenerer;base;Photo culinaire montrant boisson, cocktail ou soft.;burgerking-main/booking.html | burgerking-main/index.html | burgerking-main/menu.html;3
burgerking-main;burgerking-main/img/menu-beverage.jpg;menu-beverage.jpg;plat;a_regenerer;base;Photo culinaire montrant boisson, cocktail ou soft.;burgerking-main/booking.html | burgerking-main/index.html | burgerking-main/menu.html;15
burgerking-main;burgerking-main/img/menu-burger-img.jpg;menu-burger-img.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/booking.html | burgerking-main/index.html | burgerking-main/menu.html;3
burgerking-main;burgerking-main/img/menu-burger.jpg;menu-burger.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/booking.html | burgerking-main/index.html | burgerking-main/menu.html;15
burgerking-main;burgerking-main/img/menu-snack-img.jpg;menu-snack-img.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/booking.html | burgerking-main/index.html | burgerking-main/menu.html;3
burgerking-main;burgerking-main/img/menu-snack.jpg;menu-snack.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/booking.html | burgerking-main/index.html | burgerking-main/menu.html;12
burgerking-main;burgerking-main/img/page-header.jpg;page-header.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant burger ou street food.;burgerking-main/css/style.css;1
burgerking-main;burgerking-main/img/post-1.jpg;post-1.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer burger ou street food.;burgerking-main/single.html;5
burgerking-main;burgerking-main/img/post-2.jpg;post-2.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer burger ou street food.;burgerking-main/single.html;5
burgerking-main;burgerking-main/img/post-3.jpg;post-3.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer burger ou street food.;burgerking-main/single.html;5
burgerking-main;burgerking-main/img/post-4.jpg;post-4.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer burger ou street food.;burgerking-main/single.html;5
burgerking-main;burgerking-main/img/post-5.jpg;post-5.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer burger ou street food.;burgerking-main/single.html;4
burgerking-main;burgerking-main/img/single.jpg;single.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/single.html;1
burgerking-main;burgerking-main/img/team-1.jpg;team-1.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/index.html | burgerking-main/team.html;3
burgerking-main;burgerking-main/img/team-2.jpg;team-2.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/index.html | burgerking-main/team.html;3
burgerking-main;burgerking-main/img/team-3.jpg;team-3.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/index.html | burgerking-main/team.html;3
burgerking-main;burgerking-main/img/team-4.jpg;team-4.jpg;plat;a_regenerer;base;Photo culinaire montrant burger ou street food.;burgerking-main/index.html | burgerking-main/team.html;3
burgerking-main;burgerking-main/img/testimonial-1.jpg;testimonial-1.jpg;portrait;a_regenerer;base;Portrait photo de burger ou street food.;burgerking-main/index.html;1
burgerking-main;burgerking-main/img/testimonial-2.jpg;testimonial-2.jpg;portrait;a_regenerer;base;Portrait photo de burger ou street food.;burgerking-main/index.html;1
burgerking-main;burgerking-main/img/testimonial-3.jpg;testimonial-3.jpg;portrait;a_regenerer;base;Portrait photo de burger ou street food.;burgerking-main/index.html;1
burgerking-main;burgerking-main/img/testimonial-4.jpg;testimonial-4.jpg;portrait;a_regenerer;base;Portrait photo de burger ou street food.;burgerking-main/index.html;1
burgerking-main;burgerking-main/img/user.jpg;user.jpg;portrait;a_regenerer;base;Portrait photo de burger ou street food.;burgerking-main/single.html;4
burgerking-main;burgerking-main/lib/flaticon/font/Flaticon.svg;Flaticon.svg;ui-technique;ignorer;base;Asset technique de theme ou de librairie, inutile pour ton script photo.;burgerking-main/lib/flaticon/font/_flaticon.scss | burgerking-main/lib/flaticon/font/flaticon.css;4
burgerking-main;burgerking-main/lib/owlcarousel/assets/owl.video.play.png;owl.video.play.png;ui-technique;ignorer;base;Asset technique de theme ou de librairie, inutile pour ton script photo.;burgerking-main/lib/owlcarousel/assets/owl.carousel.css | burgerking-main/lib/owlcarousel/assets/owl.carousel.min.css;2
delicious-master;delicious-master/fonts/classy.svg;classy.svg;ui-technique;ignorer;base;Asset technique de theme ou de librairie, inutile pour ton script photo.;delicious-master/css/classy-nav.min.css;1
delicious-master;delicious-master/fonts/fontawesome-webfont.svg;fontawesome-webfont.svg;ui-technique;ignorer;base;Asset technique de theme ou de librairie, inutile pour ton script photo.;delicious-master/css/font-awesome.min.css;1
delicious-master;delicious-master/fonts/icomoon.svg;icomoon.svg;ui-technique;ignorer;base;Asset technique de theme ou de librairie, inutile pour ton script photo.;delicious-master/css/custom-icon.css;1
delicious-master;delicious-master/img/bg-img/about.png;about.png;a-propos-detoure;a_regenerer;base;Visuel PNG detoure pour section a propos montrant interieur, equipe ou scene de marque.;delicious-master/about.html;1
delicious-master;delicious-master/img/bg-img/add.png;add.png;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/bg1.jpg;bg1.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/about.html | delicious-master/blog-post.html | delicious-master/contact.html | delicious-master/elements.html | delicious-master/index.html | delicious-master/receipe-post.html;10
delicious-master;delicious-master/img/bg-img/bg2.jpg;bg2.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/bg3.jpg;bg3.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/bg4.jpg;bg4.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/bg5.jpg;bg5.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/receipe-post.html;3
delicious-master;delicious-master/img/bg-img/bg6.jpg;bg6.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/about.html | delicious-master/blog-post.html | delicious-master/contact.html | delicious-master/elements.html | delicious-master/index.html | delicious-master/receipe-post.html;7
delicious-master;delicious-master/img/bg-img/bg7.jpg;bg7.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/breadcumb1.jpg;breadcumb1.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/about.html;1
delicious-master;delicious-master/img/bg-img/breadcumb2.jpg;breadcumb2.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/blog-post.html;1
delicious-master;delicious-master/img/bg-img/breadcumb3.jpg;breadcumb3.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/receipe-post.html;1
delicious-master;delicious-master/img/bg-img/breadcumb4.jpg;breadcumb4.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/contact.html;1
delicious-master;delicious-master/img/bg-img/breadcumb5.jpg;breadcumb5.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant grand visuel hero ou fond principal.;delicious-master/elements.html;1
delicious-master;delicious-master/img/bg-img/insta1.jpg;insta1.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;delicious-master/about.html | delicious-master/blog-post.html | delicious-master/contact.html | delicious-master/elements.html | delicious-master/index.html | delicious-master/receipe-post.html;6
delicious-master;delicious-master/img/bg-img/insta2.jpg;insta2.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;delicious-master/about.html | delicious-master/blog-post.html | delicious-master/contact.html | delicious-master/elements.html | delicious-master/index.html | delicious-master/receipe-post.html;6
delicious-master;delicious-master/img/bg-img/insta3.jpg;insta3.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;delicious-master/about.html | delicious-master/blog-post.html | delicious-master/contact.html | delicious-master/elements.html | delicious-master/index.html | delicious-master/receipe-post.html;6
delicious-master;delicious-master/img/bg-img/insta4.jpg;insta4.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;delicious-master/about.html | delicious-master/blog-post.html | delicious-master/contact.html | delicious-master/elements.html | delicious-master/index.html | delicious-master/receipe-post.html;6
delicious-master;delicious-master/img/bg-img/insta5.jpg;insta5.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;delicious-master/about.html | delicious-master/blog-post.html | delicious-master/contact.html | delicious-master/elements.html | delicious-master/index.html | delicious-master/receipe-post.html;6
delicious-master;delicious-master/img/bg-img/insta6.jpg;insta6.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;delicious-master/about.html | delicious-master/blog-post.html | delicious-master/contact.html | delicious-master/elements.html | delicious-master/index.html | delicious-master/receipe-post.html;6
delicious-master;delicious-master/img/bg-img/insta7.jpg;insta7.jpg;galerie;a_regenerer;base;Photo de galerie montrant ambiance, salle, detail ou plat pour galerie.;delicious-master/about.html | delicious-master/blog-post.html | delicious-master/contact.html | delicious-master/elements.html | delicious-master/index.html | delicious-master/receipe-post.html;6
delicious-master;delicious-master/img/bg-img/r1.jpg;r1.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/r2.jpg;r2.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/r3.jpg;r3.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/r4.jpg;r4.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/r5.jpg;r5.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/r6.jpg;r6.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/sr1.jpg;sr1.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/sr2.jpg;sr2.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/sr3.jpg;sr3.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/sr4.jpg;sr4.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/sr5.jpg;sr5.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/sr6.jpg;sr6.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/sr7.jpg;sr7.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/sr8.jpg;sr8.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/bg-img/sr9.jpg;sr9.jpg;hero-background;a_regenerer;base;Grand visuel hero ou fond principal montrant plat, assiette ou visuel de carte.;delicious-master/index.html;1
delicious-master;delicious-master/img/blog-img/1.jpg;1.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer photo editoriale ou storytelling.;delicious-master/blog-post.html;1
delicious-master;delicious-master/img/blog-img/2.jpg;2.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer photo editoriale ou storytelling.;delicious-master/blog-post.html;1
delicious-master;delicious-master/img/blog-img/3.jpg;3.jpg;editorial;a_regenerer;base;Photo editoriale pour illustrer photo editoriale ou storytelling.;delicious-master/blog-post.html;1
delicious-master;delicious-master/img/core-img/cake2.png;cake2.png;plat-detoure;a_regenerer;base;Visuel PNG detoure montrant dessert ou patisserie.;delicious-master/elements.html;1
delicious-master;delicious-master/img/core-img/hamburger.png;hamburger.png;plat-detoure;a_regenerer;base;Visuel PNG detoure montrant burger ou street food.;delicious-master/about.html | delicious-master/elements.html;2
delicious-master;delicious-master/img/core-img/hamburger2.png;hamburger2.png;plat-detoure;a_regenerer;base;Visuel PNG detoure montrant burger ou street food.;delicious-master/elements.html;1
delicious-master;delicious-master/img/core-img/logo.png;logo.png;branding;optionnel;base;Logo, favicon ou icone de marque. A refaire seulement si tu veux aussi rebrander cet element.;delicious-master/about.html | delicious-master/blog-post.html | delicious-master/contact.html | delicious-master/elements.html | delicious-master/index.html | delicious-master/receipe-post.html;13
delicious-master;delicious-master/img/core-img/pancake.png;pancake.png;plat-detoure;a_regenerer;base;Visuel PNG detoure montrant dessert ou patisserie.;delicious-master/about.html | delicious-master/elements.html;2
delicious-master;delicious-master/img/core-img/pizza.png;pizza.png;plat-detoure;a_regenerer;base;Visuel PNG detoure montrant pizza ou specialite italienne.;delicious-master/elements.html;1
delicious-master;delicious-master/img/core-img/rib.png;rib.png;plat-detoure;a_regenerer;base;Visuel PNG detoure montrant viande ou grillade.;delicious-master/about.html | delicious-master/elements.html;2
delicious-master;delicious-master/img/core-img/salad.png;salad.png;plat-detoure;a_regenerer;base;Visuel PNG detoure montrant salade ou plat frais.;delicious-master/about.html | delicious-master/blog-post.html | delicious-master/contact.html | delicious-master/elements.html | delicious-master/index.html | delicious-master/receipe-post.html;8
feane-1.0.0;feane-1.0.0/images/about-img.png;about-img.png;a-propos-detoure;a_regenerer;base;Visuel PNG detoure pour section a propos montrant interieur, equipe ou scene de marque.;feane-1.0.0/about.html | feane-1.0.0/index.html;2
feane-1.0.0;feane-1.0.0/images/client1.jpg;client1.jpg;portrait;a_regenerer;base;Portrait photo de portrait equipe, chef ou client.;feane-1.0.0/index.html;1
feane-1.0.0;feane-1.0.0/images/client2.jpg;client2.jpg;portrait;a_regenerer;base;Portrait photo de portrait equipe, chef ou client.;feane-1.0.0/index.html;1
feane-1.0.0;feane-1.0.0/images/f1.png;f1.png;plat-detoure;a_regenerer;base;Visuel PNG detoure montrant plat, assiette ou visuel de carte.;feane-1.0.0/index.html | feane-1.0.0/menu.html;2
